,correlation,rmsd
0.1,-0.049818360756605326,297.3528562059233
0.2,0.0968300633835499,314.5291248101649
0.30000000000000004,0.19016935119780676,324.9485846541162
0.4,0.2627274018980918,322.18494904834256
0.5,0.340128208334151,327.69446489987956
0.6,0.40433099437659853,326.8634819511822
0.7000000000000001,0.42746944250531776,339.8074480315449
0.8,0.47861223590317165,339.676425707231
0.9,0.5141929267460378,339.6297017715577
1.0,0.5408847488605171,342.0188822120604
2.0,0.6333786512797651,365.7165437419515
3.0,0.6968866188095915,399.21291656800054
4.0,0.7265604645660716,408.0471988525899
5.0,0.7524966648056032,433.5170166541607
6.0,0.7660113217457205,443.15696501682436
7.0,0.789748915033686,455.2282286570166
8.0,0.7966498772586873,487.92132777311804
9.0,0.81882985663491,481.7574388263133
10.0,0.8294833490019834,505.28648515746795
11.0,0.8409219229597279,510.4237685115488
12.0,0.8560210881769782,512.0930580883318
13.0,0.8636521122158197,529.2810932384866
14.0,0.8641789492409186,548.3697957714295
15.0,0.8684429865381248,552.2177655550461
16.0,0.8895159738619862,541.315105182757
17.0,0.8885192858934515,545.2041789620057
18.0,0.8930919850670599,555.9872414941188
19.0,0.8903081431166099,574.0199822995802
20.0,0.9004715012163158,574.713961283968
